u,v,length,from,to,geometry
7624993201,7624993202,35.3920754,7624993202,7624993201,"LINESTRING (100.4007757 -0.9341747, 100.4010929 -0.9342015)"
7624993203,7624993204,71.32509302,7624993204,7624993203,"LINESTRING (100.4020327 -0.9330242, 100.4016709 -0.9324945)"
7624993206,7624993208,42.7315625,7624993208,7624993206,"LINESTRING (100.4053757 -0.932107, 100.4053771 -0.9321378, 100.4053757 -0.93217, 100.4053526 -0.9324904)"
7624993208,10653585740,46.14011604,10653585740,7624993208,"LINESTRING (100.4049607 -0.9321056, 100.4053757 -0.932107)"
7624993208,7624993213,85.68555918,7624993213,7624993208,"LINESTRING (100.4048064 -0.9317691, 100.4051665 -0.9317664, 100.4051819 -0.9317691, 100.405196 -0.9317758, 100.4052071 -0.9317848, 100.4052148 -0.9317959, 100.4053503 -0.9320339, 100.4053677 -0.9320748, 100.4053757 -0.932107)"
7624993245,10613201614,2.402238201,10613201614,7624993245,"LINESTRING (100.4095809 -0.9251446, 100.4096 -0.9251547)"
7624993245,10696282558,145.7297627,10696282558,7624993245,"LINESTRING (100.4086808 -0.925546, 100.4087092 -0.9255512, 100.409058 -0.9257764, 100.4090953 -0.9257841, 100.4091403 -0.9257828, 100.4091802 -0.9257597, 100.409354 -0.9255422, 100.4096 -0.9251547)"
7624993245,10613201613,123.9969946,10613201613,7624993245,"LINESTRING (100.4102419 -0.9245254, 100.4098463 -0.9252454, 100.4098195 -0.9252776, 100.4097685 -0.9252441, 100.4096 -0.9251547)"
7624993246,7624993247,48.7526518,7624993247,7624993246,"LINESTRING (100.4093632 -0.9250282, 100.4091436 -0.9254077)"
7624993247,10613201616,2.789668128,10613201616,7624993247,"LINESTRING (100.4093409 -0.9250167, 100.4093632 -0.9250282)"
7624993247,10613201614,27.44737434,10613201614,7624993247,"LINESTRING (100.4095809 -0.9251446, 100.4093632 -0.9250282)"
7624993248,7624993249,44.56468852,7624993249,7624993248,"LINESTRING (100.4091224 -0.9249014, 100.4089169 -0.9252455)"
7624993249,10613201618,2.171996005,10613201618,7624993249,"LINESTRING (100.409108 -0.9248882, 100.4091224 -0.9249014)"
7624993249,10613201616,27.46853905,10613201616,7624993249,"LINESTRING (100.4093409 -0.9250167, 100.4091224 -0.9249014)"
7624993251,10613201620,2.780281419,10613201620,7624993251,"LINESTRING (100.4088768 -0.9247538, 100.4088981 -0.9247669)"
7624993251,10613201618,26.954253,10613201618,7624993251,"LINESTRING (100.409108 -0.9248882, 100.4088981 -0.9247669)"
7624993251,10696282558,93.68536247,10696282558,7624993251,"LINESTRING (100.4086808 -0.925546, 100.4086608 -0.9252709, 100.4086849 -0.9251167, 100.4087439 -0.925043, 100.4088981 -0.9247669)"
7624993262,10613202866,247.9219376,10613202866,7624993262,"LINESTRING (100.4062736 -0.9244422, 100.4064828 -0.9244771, 100.4068235 -0.9245388, 100.406857 -0.9245616, 100.4068677 -0.9245911, 100.4068623 -0.9246166, 100.4068355 -0.9246608, 100.4068047 -0.924697, 100.4065686 -0.9248914, 100.406511 -0.9249424, 100.4065043 -0.9249732, 100.4065244 -0.9249867, 100.406853 -0.9250376, 100.4070488 -0.9250604, 100.407148 -0.9250926, 100.4072607 -0.925114, 100.4075468 -0.9251389)"
7624993262,10613201622,159.6826344,10613201622,7624993262,"LINESTRING (100.4086388 -0.9246243, 100.4086192 -0.9245951, 100.4085776 -0.9245736, 100.4085146 -0.9245535, 100.4079138 -0.9247225, 100.4078551 -0.9247603, 100.4078263 -0.9247848, 100.4078058 -0.9248177, 100.4077636 -0.9250591, 100.4077555 -0.925116, 100.4077354 -0.9251322, 100.4076995 -0.9251388, 100.4075468 -0.9251389)"
7624993275,10613202865,188.5859472,10613202865,7624993275,"LINESTRING (100.4059651 -0.9244141, 100.4056326 -0.9243966, 100.4055387 -0.9244315, 100.4054743 -0.924469, 100.4053295 -0.9244315, 100.4047541 -0.9241915, 100.4046857 -0.9241928, 100.4046039 -0.924292, 100.4045711 -0.9243162, 100.4045302 -0.9243229, 100.4043947 -0.9243081)"
7625169256,7625169264,74.90419132,7625169264,7625169256,"LINESTRING (100.428884 -0.955919, 100.4285859 -0.9553549, 100.4285747 -0.9553471, 100.4285664 -0.9553454, 100.4285529 -0.9553449)"
7625169256,7625243676,116.8595735,7625243676,7625169256,"LINESTRING (100.4294157 -0.954967, 100.428973 -0.9552578, 100.4289652 -0.9552583, 100.4289577 -0.955256, 100.4289513 -0.9552524, 100.4288917 -0.9551688, 100.428885 -0.9551633, 100.4288786 -0.9551608, 100.4288703 -0.9551598, 100.4288584 -0.9551616, 100.4286525 -0.9552592, 100.4285976 -0.9552988, 100.4285529 -0.9553449)"
7626011229,10598428143,19.691936,7626011229,10598428143,"LINESTRING (100.4160493 -0.9311193, 100.4158749 -0.9311502)"
7626011229,7626011230,9.143250148,7626011230,7626011229,"LINESTRING (100.4160316 -0.931039, 100.4160493 -0.9311193)"
7627936127,7628381748,113.763759,7628381748,7627936127,"LINESTRING (100.4088767 -0.9570602, 100.4086822 -0.9571219, 100.4082933 -0.957138, 100.4078755 -0.9572395)"
7627936127,11257213111,80.3486348,11257213111,7627936127,"LINESTRING (100.4081337 -0.9579144, 100.408117 -0.9578708, 100.4078945 -0.9572892, 100.4078755 -0.9572395)"
7627961618,7628366702,69.15618729,7628366702,7627961618,"LINESTRING (100.4114425 -0.9507259, 100.4111629 -0.9504347, 100.4110858 -0.9503644, 100.4110522 -0.9503509, 100.4110252 -0.9503443, 100.4109755 -0.9503492)"
7628077955,7628077956,10.81086351,7628077956,7628077955,"LINESTRING (100.4168635 -0.952906, 100.4168812 -0.9530016)"
7628077957,7628077958,9.599594106,7628077958,7628077957,"LINESTRING (100.4144342 -0.9534663, 100.4144583 -0.9535492)"
7628077957,12282386159,58.45453101,7628077957,12282386159,"LINESTRING (100.4144583 -0.9535492, 100.4140399 -0.9536489, 100.4139467 -0.9536704)"
7628077960,7628077961,9.864332843,7628077961,7628077960,"LINESTRING (100.41175 -0.9541577, 100.4117794 -0.9542414)"
7628077960,7628077962,96.23916738,7628077960,7628077962,"LINESTRING (100.4117794 -0.9542414, 100.4115642 -0.9543194, 100.4109523 -0.9544954)"
7628077963,7628077964,10.90806688,7628077963,7628077964,"LINESTRING (100.4008965 -0.9577551, 100.4008665 -0.9576617)"
7628354476,7628354479,39.64564797,7628354479,7628354476,"LINESTRING (100.415029 -0.9567464, 100.4151644 -0.9567431, 100.4152349 -0.9567364, 100.415316 -0.9567256, 100.4153825 -0.9567091)"
7628354481,7628354484,32.4771144,7628354484,7628354481,"LINESTRING (100.4158499 -0.9563235, 100.4158685 -0.9565245, 100.4158793 -0.956562, 100.4159155 -0.9565982)"
7628366685,7628381740,36.7079571,7628381740,7628366685,"LINESTRING (100.4136547 -0.9549696, 100.4136571 -0.9550146, 100.4136859 -0.9552982)"
7628366694,10703149666,66.52973195,10703149666,7628366694,"LINESTRING (100.4131957 -0.952542, 100.4132882 -0.9524179, 100.4133265 -0.9523462, 100.4133761 -0.9522624, 100.413421 -0.9521793, 100.4135082 -0.9520955, 100.4135458 -0.9520633)"
7628366702,7628366713,18.93310821,7628366713,7628366702,"LINESTRING (100.4113906 -0.9508732, 100.4113825 -0.9508216, 100.4113906 -0.950786, 100.4114114 -0.9507478, 100.4114425 -0.9507259)"
7628366723,7628366729,53.64640421,7628366729,7628366723,"LINESTRING (100.411412 -0.9492047, 100.4115006 -0.9493747, 100.411522 -0.9494156, 100.4115301 -0.9494237, 100.4115435 -0.9494277, 100.4115783 -0.949419, 100.411742 -0.9493365)"
7628366730,10703127977,45.34862776,10703127977,7628366730,"LINESTRING (100.4142181 -0.949565, 100.4144716 -0.9498845)"
7628366732,10703127977,6.925158661,10703127977,7628366732,"LINESTRING (100.4142181 -0.949565, 100.4141794 -0.9495162)"
7628366740,10703738742,43.57963437,10703738742,7628366740,"LINESTRING (100.4091724 -0.9512145, 100.4092763 -0.9512098, 100.4093166 -0.9512245, 100.40934 -0.951246, 100.4093555 -0.9512755, 100.4093809 -0.9513211, 100.4094359 -0.9514364)"
7628366742,7628366752,38.75108658,7628366752,7628366742,"LINESTRING (100.408123 -0.9536462, 100.4081113 -0.9532979)"
7628366742,7628366743,72.02565917,7628366743,7628366742,"LINESTRING (100.4087572 -0.9533477, 100.4086333 -0.9533398, 100.4083322 -0.9533157, 100.4081113 -0.9532979)"
7628366743,10703738736,18.67172245,10703738736,7628366743,"LINESTRING (100.408925 -0.9533546, 100.4087572 -0.9533477)"
7628366743,7628366752,109.2513609,7628366752,7628366743,"LINESTRING (100.408123 -0.9536462, 100.4086849 -0.9536932, 100.4087486 -0.9536952, 100.408758 -0.9536911, 100.408765 -0.953671, 100.4087639 -0.9534784, 100.4087592 -0.9533869, 100.4087572 -0.9533477)"
7628366765,7628366773,49.5394333,7628366773,7628366765,"LINESTRING (100.401109 -0.9531246, 100.4011398 -0.9531038, 100.4011667 -0.9530884, 100.4012083 -0.9530643, 100.401284 -0.9530193, 100.4013035 -0.9529945, 100.4013155 -0.952959, 100.4013149 -0.9528946, 100.4012975 -0.9527882)"
7628366797,10703780331,440.0496048,10703780331,7628366797,"LINESTRING (100.4063313 -0.954495, 100.4059363 -0.9546204, 100.4058304 -0.95466, 100.4057693 -0.9546982, 100.4055333 -0.9549241, 100.4054891 -0.9549684, 100.4054515 -0.9549979, 100.4053429 -0.9550502, 100.4050747 -0.9551708, 100.4050183 -0.9551997, 100.4049694 -0.9552312, 100.4048272 -0.9553277, 100.4047796 -0.9553552, 100.4044785 -0.9555024, 100.4044396 -0.9555262, 100.4044239 -0.9555463, 100.4044202 -0.9555735, 100.4044175 -0.9556147, 100.4044172 -0.955663, 100.4044088 -0.9556868, 100.404392 -0.9557065, 100.4043397 -0.95573, 100.4042023 -0.9557763, 100.4041097 -0.9558004, 100.4040185 -0.9558064, 100.4038945 -0.9558199, 100.4038556 -0.9558279, 100.4037832 -0.9558681, 100.4035337 -0.9560612, 100.4033111 -0.9562516, 100.4032447 -0.9563093, 100.4031515 -0.9563656, 100.4030325 -0.9564429)"
7628381740,7628381744,47.95809712,7628381744,7628381740,"LINESTRING (100.4132286 -0.9549456, 100.4133292 -0.9549657, 100.4134257 -0.9549858, 100.4134995 -0.9549885, 100.4136547 -0.9549696)"
7628645178,7628645181,44.77718172,7628645181,7628645178,"LINESTRING (100.414445 -0.9409671, 100.4145516 -0.940886, 100.4146307 -0.9408263, 100.4147579 -0.940714)"
7631897027,10208595384,75.14956638,10208595384,7631897027,"LINESTRING (100.4183952 -1.0077434, 100.4185895 -1.0078627, 100.4186178 -1.0078856, 100.4186445 -1.0079269, 100.418682 -1.008005, 100.4187157 -1.0081273, 100.4187341 -1.0081908, 100.4187501 -1.0082222, 100.4187624 -1.0082321, 100.4187925 -1.0082419)"
7634290112,10603077670,339.4793697,10603077670,7634290112,"LINESTRING (100.3538409 -0.9689357, 100.3539062 -0.9689769, 100.3539955 -0.9690634, 100.3540564 -0.9691526, 100.354118 -0.9692706, 100.354165 -0.9693765, 100.3542642 -0.9694489, 100.3546049 -0.9696071, 100.354912 -0.969764, 100.3551494 -0.9698753, 100.3552593 -0.9699263, 100.3552924 -0.9699516, 100.3553505 -0.97, 100.3554806 -0.9700845, 100.3555852 -0.9701475, 100.3556831 -0.9701958, 100.3557819 -0.9702286, 100.3559928 -0.9702763, 100.3561605 -0.9702977, 100.3563349 -0.9702937, 100.3564355 -0.970291)"
7634791863,7634791872,193.0001304,7634791872,7634791863,"LINESTRING (100.3989753 -0.982972, 100.3990021 -0.9830042, 100.3990531 -0.9830297, 100.3998792 -0.9833367, 100.3999959 -0.9833863, 100.4000415 -0.9834212, 100.4000489 -0.9834366, 100.4000531 -0.983452, 100.4000549 -0.9834735, 100.4000469 -0.983507, 100.3998712 -0.9839562)"
7634793194,7634793199,27.73080828,7634793199,7634793194,"LINESTRING (100.401447 -0.983088, 100.4014671 -0.9832241, 100.4014564 -0.9833354)"
7634793196,7634793199,44.53837211,7634793199,7634793196,"LINESTRING (100.401447 -0.983088, 100.4015167 -0.9831108, 100.4016924 -0.9831611, 100.4018312 -0.9832013)"
7634901787,7634901788,33.99668527,7634901788,7634901787,"LINESTRING (100.4059531 -0.9756761, 100.4061475 -0.9759121)"
7637269841,7637288941,48.43410986,7637288941,7637269841,"LINESTRING (100.4114831 -1.029715, 100.4119009 -1.0298384)"
7637363536,10210988570,40.99604694,10210988570,7637363536,"LINESTRING (100.3710898 -0.9953949, 100.3713842 -0.9951729)"
7637363536,7637363537,192.3561263,7637363537,7637363536,"LINESTRING (100.3729539 -0.9944756, 100.3724509 -0.9946419, 100.3721358 -0.9947478, 100.3719735 -0.9948095, 100.3717777 -0.994902, 100.3713842 -0.9951729)"
7637363536,10210988566,56.28224195,10210988566,7637363536,"LINESTRING (100.3710495 -0.9948444, 100.371083 -0.9948296, 100.3711085 -0.9948283, 100.3711338 -0.9948411, 100.3713842 -0.9951729)"
7637363537,10701065134,275.4853439,10701065134,7637363537,"LINESTRING (100.3736711 -0.992837, 100.3736881 -0.992884, 100.3737283 -0.992953, 100.3737639 -0.9929792, 100.3737907 -0.9930181, 100.3738202 -0.9931669, 100.3738283 -0.9932018, 100.3738202 -0.9932259, 100.373666 -0.9932675, 100.3735748 -0.9932983, 100.3734541 -0.9933291, 100.373383 -0.9933466, 100.3733321 -0.9933707, 100.3731926 -0.9934699, 100.3731188 -0.9935423, 100.3730866 -0.9935879, 100.3730786 -0.9936174, 100.3730974 -0.9936631, 100.3731658 -0.9937918, 100.3731677 -0.9938142, 100.3731597 -0.9938306, 100.3727966 -0.9939687, 100.3727807 -0.99399, 100.3727742 -0.9940116, 100.3727755 -0.9940369, 100.3729539 -0.9944756)"
7637394485,7637429638,292.735333,7637429638,7637394485,"LINESTRING (100.3688213 -0.9971698, 100.368602 -0.9974203, 100.3685108 -0.9975449, 100.3684223 -0.997683, 100.3683538 -0.9978299, 100.3678704 -0.9992989, 100.3678563 -0.9993598, 100.3678516 -0.9994155, 100.3678496 -0.9995026, 100.3678512 -0.9995698)"
7637394485,13113489981,294.6480245,13113489981,7637394485,"LINESTRING (100.3700188 -0.9981033, 100.3699676 -0.9981425, 100.369927 -0.9981658, 100.3698691 -0.9981825, 100.3698184 -0.9981859, 100.3697727 -0.9981926, 100.3697352 -0.9982033, 100.3696682 -0.9982422, 100.3694549 -0.9984053, 100.3686129 -0.9990415, 100.3684725 -0.9991552, 100.3680553 -0.9994996, 100.3679851 -0.9995429, 100.367922 -0.9995617, 100.3678512 -0.9995698)"
7637429636,7637429639,153.9453031,7637429639,7637429636,"LINESTRING (100.3704853 -0.9958838, 100.3700834 -0.9961919, 100.3693828 -0.9967214)"
7637429636,7637429638,79.92008136,7637429638,7637429636,"LINESTRING (100.3688213 -0.9971698, 100.3689621 -0.9970471, 100.3693828 -0.9967214)"
7637429639,10210988570,86.44299262,10210988570,7637429639,"LINESTRING (100.3710898 -0.9953949, 100.3710667 -0.9954137, 100.3707141 -0.9957013, 100.3704853 -0.9958838)"
7637429643,10210988570,61.72551519,10210988570,7637429643,"LINESTRING (100.3710898 -0.9953949, 100.3707578 -0.9950063, 100.3707154 -0.9949944)"
7637429643,7646141518,216.1607987,7646141518,7637429643,"LINESTRING (100.3697573 -0.9936617, 100.3701453 -0.9943337, 100.3700915 -0.99481, 100.3704668 -0.9948035, 100.3707154 -0.9949944)"
7643054418,10690185713,76.10695047,10690185713,7643054418,"LINESTRING (100.3540655 -0.9599126, 100.3536674 -0.9604694)"
7643261315,7643261326,46.38987084,7643261326,7643261315,"LINESTRING (100.4200227 -0.9623753, 100.4200237 -0.9623732, 100.420024 -0.9623701, 100.4200241 -0.9623662, 100.4200233 -0.9623602, 100.4199683 -0.962206, 100.4199167 -0.9621047, 100.4198335 -0.9620122)"
7643261317,7643261334,45.02581411,7643261334,7643261317,"LINESTRING (100.4197056 -0.9626019, 100.4197007 -0.962568, 100.4196947 -0.9625479, 100.4195532 -0.9622281)"
7643261326,7643261334,43.37738822,7643261334,7643261326,"LINESTRING (100.4197056 -0.9626019, 100.4197549 -0.9625702, 100.4197648 -0.9625647, 100.4197921 -0.9625479, 100.4198033 -0.9625395, 100.4199916 -0.9623997, 100.4200085 -0.9623872, 100.420021 -0.9623775, 100.4200227 -0.9623753)"
7643261326,10696152684,45.1250893,10696152684,7643261326,"LINESTRING (100.420316 -0.9620953, 100.4201784 -0.9622384, 100.4200227 -0.9623753)"
7645293209,7702204287,27.38815205,7702204287,7645293209,"LINESTRING (100.4210658 -0.9652699, 100.4210781 -0.9650239)"
7645293209,7701976452,129.6324885,7701976452,7645293209,"LINESTRING (100.421719 -0.9655436, 100.421694 -0.9653773, 100.4216886 -0.9653668, 100.4216805 -0.9653611, 100.4216698 -0.9653588, 100.4216554 -0.9653605, 100.4214207 -0.9653963, 100.4213912 -0.9653937, 100.4213744 -0.9653776, 100.4213677 -0.9653507, 100.4214026 -0.9650675, 100.4213986 -0.9650447, 100.4213852 -0.9650366, 100.4213562 -0.9650348, 100.4212859 -0.9650319, 100.4211295 -0.9650349, 100.4210781 -0.9650239)"
7645547546,7645547547,25.28378608,7645547547,7645547546,"LINESTRING (100.409165 -0.9725518, 100.4092602 -0.9727583)"
7645547547,7645547553,30.2073,7645547553,7645547547,"LINESTRING (100.4089196 -0.9726684, 100.409165 -0.9725518)"
7645547547,7645547555,29.01697723,7645547555,7645547547,"LINESTRING (100.4094064 -0.9724526, 100.409165 -0.9725518)"
7645547548,7645547553,25.55401365,7645547553,7645547548,"LINESTRING (100.4089196 -0.9726684, 100.4090054 -0.9728816)"
7645547554,7645547555,17.62124782,7645547555,7645547554,"LINESTRING (100.4094064 -0.9724526, 100.4094708 -0.9725974)"
7645547556,7645547558,15.23594952,7645547558,7645547556,"LINESTRING (100.4090685 -0.9717191, 100.4090255 -0.971589)"
7645547557,7645547559,25.01039375,7645547559,7645547557,"LINESTRING (100.4083349 -0.9720101, 100.4081317 -0.9721066)"
7645547558,7645547560,30.47143965,7645547560,7645547558,"LINESTRING (100.4091851 -0.9719671, 100.4090685 -0.9717191)"
7645547558,7645547559,87.74519071,7645547559,7645547558,"LINESTRING (100.4083349 -0.9720101, 100.4090685 -0.9717191)"
7645547559,7645547562,16.47912429,7645547562,7645547559,"LINESTRING (100.4082718 -0.971876, 100.4083349 -0.9720101)"
7645547559,7645547561,33.9702025,7645547561,7645547559,"LINESTRING (100.4084596 -0.972289, 100.4083349 -0.9720101)"
7645547560,7645547561,88.24563689,7645547561,7645547560,"LINESTRING (100.4084596 -0.972289, 100.4091851 -0.9719671)"
7645642768,7645642769,74.44801042,7645642769,7645642768,"LINESTRING (100.4102276 -0.8957379, 100.4102272 -0.8958454, 100.4102402 -0.895913, 100.4103076 -0.8960922, 100.410453 -0.8963566)"
7645642769,10772457446,42.06052144,10772457446,7645642769,"LINESTRING (100.4104606 -0.8954399, 100.4102276 -0.8957379)"
7645642769,7668669862,105.0160523,7668669862,7645642769,"LINESTRING (100.4095052 -0.8951377, 100.4101624 -0.8956464, 100.4102057 -0.8956939, 100.4102276 -0.8957379)"
7645642769,7668669863,137.978784,7668669863,7645642769,"LINESTRING (100.4093053 -0.8954076, 100.4100202 -0.8959742, 100.4100338 -0.8959789, 100.4100481 -0.8959772, 100.4100591 -0.89597, 100.4102276 -0.8957379)"
7645642771,7701626205,32.39723186,7701626205,7645642771,"LINESTRING (100.4085003 -0.894339, 100.4087299 -0.8945184)"
7645642771,7668669860,31.31387195,7668669860,7645642771,"LINESTRING (100.4089569 -0.8946851, 100.4087299 -0.8945184)"
7645642771,7668669861,43.22579883,7668669861,7645642771,"LINESTRING (100.4084891 -0.8948236, 100.4087299 -0.8945184)"
7645642771,10772457458,73.16354636,10772457458,7645642771,"LINESTRING (100.4091331 -0.8939984, 100.4087299 -0.8945184)"
7645846755,7645846763,86.77474941,7645846763,7645846755,"LINESTRING (100.45662 -0.9518681, 100.4566151 -0.9518803, 100.4566014 -0.951923, 100.456562 -0.952051, 100.4565383 -0.9521542, 100.4565297 -0.9522445, 100.4565317 -0.9523812, 100.4565764 -0.9524392, 100.456608 -0.9524924, 100.4566592 -0.952601)"
7645846763,7645900280,60.1089136,7645900280,7645846763,"LINESTRING (100.4561137 -0.9516795, 100.4564912 -0.9518291, 100.45662 -0.9518681)"
7645846774,7645846776,176.4778658,7645846776,7645846774,"LINESTRING (100.4586693 -0.9518789, 100.4576416 -0.9518722, 100.4576332 -0.9518762, 100.4576262 -0.9518843, 100.4576205 -0.9519003, 100.4576177 -0.9521063, 100.4576152 -0.9524228)"
7648716479,7648844339,22.31981895,7648844339,7648716479,"LINESTRING (100.3546846 -0.9649851, 100.3545995 -0.9648033)"
7648771387,7648771388,70.04654861,7648771388,7648771387,"LINESTRING (100.3549562 -0.9597943, 100.3544623 -0.9594032)"
7648771387,10690185713,71.81727467,10690185713,7648771387,"LINESTRING (100.3540655 -0.9599126, 100.3543514 -0.9595342, 100.3544623 -0.9594032)"
7651465372,9546293875,32.06874257,9546293875,7651465372,"LINESTRING (100.3293558 -0.8426744, 100.3292689 -0.8423994)"
7651469986,7651469987,12.50092994,7651469987,7651469986,"LINESTRING (100.3354074 -0.8575138, 100.3354997 -0.8574496)"
7651504245,7652410775,272.4945017,7652410775,7651504245,"LINESTRING (100.3549214 -0.8536753, 100.3548945 -0.8536525, 100.3548281 -0.85357, 100.3547678 -0.853511, 100.3546988 -0.8534708, 100.3546049 -0.8534205, 100.3545016 -0.853324, 100.3544305 -0.8532315, 100.3543836 -0.8531362, 100.3543138 -0.8530182, 100.3540912 -0.8524416, 100.3540731 -0.8523779, 100.3540429 -0.8523129, 100.3540161 -0.8522646, 100.3540014 -0.8522096, 100.3539772 -0.85205, 100.3539772 -0.8520085, 100.3539973 -0.8519488, 100.3540805 -0.851857, 100.3543031 -0.851688)"
7651504271,7651504272,47.77974835,7651504272,7651504271,"LINESTRING (100.3331412 -0.8417019, 100.333531 -0.841521)"
7651504271,7651504277,28.80544504,7651504277,7651504271,"LINESTRING (100.3336319 -0.8417596, 100.333531 -0.841521)"
7651504271,7651504273,15.41178086,7651504273,7651504271,"LINESTRING (100.3334798 -0.8413922, 100.333531 -0.841521)"
7651504273,7651504274,52.7037527,7651504274,7651504273,"LINESTRING (100.3330493 -0.8415906, 100.3334798 -0.8413922)"
7651504273,7651504275,16.28045781,7651504275,7651504273,"LINESTRING (100.3334098 -0.8412636, 100.3334798 -0.8413922)"
7651504275,7651504276,48.28065699,7651504276,7651504275,"LINESTRING (100.3330144 -0.8414431, 100.3334098 -0.8412636)"
7651504275,7651504278,8.506809008,7651504278,7651504275,"LINESTRING (100.3333631 -0.841203, 100.3334098 -0.8412636)"
7652197946,7668196050,79.64366038,7652197946,7668196050,"LINESTRING (100.3613024 -0.9268966, 100.361272 -0.9268455, 100.361249 -0.9265624, 100.3612426 -0.9263719, 100.3612181 -0.9261914)"
7652197946,7668196051,83.86093479,7668196051,7652197946,"LINESTRING (100.3614057 -0.9261612, 100.3613512 -0.9263756, 100.3613373 -0.9268507, 100.3613024 -0.9268966)"
7652221063,7654714292,107.7388919,7654714292,7652221063,"LINESTRING (100.3644756 -0.8463761, 100.3642712 -0.846465, 100.3642437 -0.8464774, 100.364226 -0.8464885, 100.3640717 -0.846638, 100.3639449 -0.8467465, 100.3637271 -0.8469375, 100.3637087 -0.8469523)"
7652221063,7652221064,65.36514858,7652221064,7652221063,"LINESTRING (100.3633603 -0.8464788, 100.3637087 -0.8469523)"
7652221064,7652221065,92.02605082,7652221065,7652221064,"LINESTRING (100.3628649 -0.8458158, 100.3633603 -0.8464788)"
7652221065,7652221066,44.9811881,7652221066,7652221065,"LINESTRING (100.3626228 -0.8454917, 100.3628649 -0.8458158)"
7652298694,7654806473,46.45290242,7654806473,7652298694,"LINESTRING (100.3802012 -0.8586878, 100.3801636 -0.8587468, 100.3801194 -0.8588326, 100.3800081 -0.8590579)"
7652360361,7654869563,122.4097025,7654869563,7652360361,"LINESTRING (100.359285 -0.852945, 100.3591958 -0.8528682, 100.3591621 -0.8528339, 100.3591231 -0.8527876, 100.3590775 -0.8527085, 100.3590198 -0.8525958, 100.3589098 -0.8523263, 100.3587482 -0.8519984)"
7652410775,10696572472,80.70260244,10696572472,7652410775,"LINESTRING (100.3543499 -0.854036, 100.3545081 -0.853995, 100.3546507 -0.8539745, 100.3546663 -0.8539686, 100.354678 -0.853952, 100.3547337 -0.853829, 100.3547904 -0.8537596, 100.3548372 -0.8537196, 100.3549214 -0.8536753)"
7652445679,10690118790,23.52728117,10690118790,7652445679,"LINESTRING (100.3638942 -0.8635294, 100.3639586 -0.8636798, 100.3639629 -0.8636969, 100.3639636 -0.8637127, 100.3639597 -0.8637267)"
7652524015,7652524019,74.53605961,7652524019,7652524015,"LINESTRING (100.3509094 -0.8651807, 100.3511849 -0.8657918)"
7652524015,10603263489,96.78203798,10603263489,7652524015,"LINESTRING (100.3515426 -0.8665853, 100.3511849 -0.8657918)"
7652524015,10603263488,32.41590376,10603263488,7652524015,"LINESTRING (100.3514507 -0.865672, 100.3511849 -0.8657918)"
7652524016,7652524018,71.95868934,7652524018,7652524016,"LINESTRING (100.3506392 -0.8653121, 100.3509195 -0.8658954)"
7652524017,7652524018,25.20123331,7652524018,7652524017,"LINESTRING (100.3506392 -0.8653121, 100.3504354 -0.8654113)"
7652524018,7652524019,33.4061848,7652524019,7652524018,"LINESTRING (100.3509094 -0.8651807, 100.3506392 -0.8653121)"
7652594826,7654714313,203.4656558,7654714313,7652594826,"LINESTRING (100.362964 -0.8426634, 100.3630713 -0.8426124, 100.3633247 -0.8424877, 100.3636848 -0.8422839, 100.3638953 -0.8421619, 100.3641823 -0.842005, 100.364531 -0.841832, 100.3645525 -0.8418146, 100.3645659 -0.8417904)"
7652594826,10700893299,129.8337339,10700893299,7652594826,"LINESTRING (100.3656314 -0.8413157, 100.365107 -0.8415196, 100.3645659 -0.8417904)"
7652641499,7654767084,29.67209753,7654767084,7652641499,"LINESTRING (100.3726928 -0.8465327, 100.3726989 -0.8465597, 100.3727208 -0.8465899, 100.372745 -0.8466043, 100.3728874 -0.8467038)"
7654702745,7654702746,52.91015917,7654702746,7654702745,"LINESTRING (100.3634954 -0.8468477, 100.3631303 -0.8471529)"
7654702758,7654702759,23.83416893,7654702759,7654702758,"LINESTRING (100.3602827 -0.8509154, 100.360098 -0.8510242)"
7654767055,7654767056,11.46351332,7654767056,7654767055,"LINESTRING (100.3784537 -0.84886, 100.3783637 -0.8488097)"
7654767055,10703340425,250.6073556,10703340425,7654767055,"LINESTRING (100.3776666 -0.8508723, 100.3776524 -0.8507735, 100.3776417 -0.8506997, 100.3776719 -0.8506111, 100.3779133 -0.8502626, 100.3780286 -0.8500869, 100.3780789 -0.849997, 100.3781047 -0.8499337, 100.3781184 -0.8498609, 100.3781184 -0.849702, 100.3781721 -0.8492005, 100.3781869 -0.8491053, 100.3782325 -0.8489927, 100.3783637 -0.8488097)"
7654767071,10210980258,157.5613254,10210980258,7654767071,"LINESTRING (100.3772655 -0.8504302, 100.3770603 -0.8506394, 100.376827 -0.8509357, 100.3767411 -0.851035, 100.3766693 -0.8510913, 100.3765761 -0.8511329, 100.3765359 -0.8511476, 100.3765091 -0.8511691, 100.3763146 -0.8514542)"
7654767083,10703696578,31.52658146,10703696578,7654767083,"LINESTRING (100.3722779 -0.8462488, 100.37218 -0.8462142, 100.3720003 -0.8462115)"
7654767084,10703696584,32.43785954,10703696584,7654767084,"LINESTRING (100.3724565 -0.8463616, 100.3726928 -0.8465327)"
