Processing edge (1585723698 -> 2499133687): alt=15.75, rst=33.03
Processing edge (3842054739 -> 1643334911): alt=16.89, rst=inf
Processing edge (3842054739 -> 7710093022): alt=15.52, rst=36.07
Processing edge (1618106516 -> 1618106509): alt=15.61, rst=inf
Processing edge (1618106516 -> 1618106519): alt=21.00, rst=inf
Processing edge (1625699105 -> 1625698998): alt=16.14, rst=34.06
Processing edge (1625699105 -> 1625699101): alt=15.44, rst=33.70
Processing edge (1605654013 -> 1641542616): alt=15.52, rst=inf
Processing edge (1605654013 -> 1605654016): alt=15.00, rst=inf
Processing edge (1449601809 -> 1449601751): alt=19.20, rst=34.89
Processing edge (1449601809 -> 1449601790): alt=15.59, rst=34.70
Processing edge (1605653969 -> 1613493196): alt=16.09, rst=inf
Processing edge (6080311627 -> 6080311667): alt=15.57, rst=34.03
Processing edge (6080311627 -> 7722899491): alt=16.04, rst=34.47
Processing edge (1605653963 -> 1605653965): alt=16.05, rst=inf
Processing edge (1605653963 -> 12596116685): alt=17.52, rst=inf
Processing edge (1605654016 -> 1605654019): alt=15.70, rst=inf
Processing edge (1625699101 -> 1438851953): alt=17.93, rst=35.18
Processing edge (1618106519 -> 1618106520): alt=15.93, rst=inf
Processing edge (1438796504 -> 1438796536): alt=16.89, rst=32.71
Processing edge (1438796504 -> 6080271664): alt=16.19, rst=33.33
Processing edge (1585723796 -> 7697847956): alt=15.28, rst=32.50
Processing edge (1585723796 -> 6079992159): alt=20.18, rst=32.26
Processing edge (1449601790 -> 1437944757): alt=16.24, rst=34.74
Processing edge (7722889565 -> 1563086911): alt=18.83, rst=inf
Processing edge (7722889565 -> 1605633435): alt=15.93, rst=34.51
Processing edge (8660917297 -> 6095268708): alt=18.38, rst=31.62
Processing edge (7697847956 -> 1585723756): alt=18.45, rst=33.55
Processing edge (7697847956 -> 1585723949): alt=15.46, rst=32.48
Processing edge (7710119936 -> 5395115539): alt=15.65, rst=inf
Processing edge (7710119936 -> 7710119949): alt=16.11, rst=inf
Processing edge (1644268067 -> 1438817606): alt=15.46, rst=33.44
Processing edge (1644268067 -> 6080271664): alt=16.10, rst=33.33
Processing edge (1438817606 -> 1438817611): alt=16.41, rst=33.81
Processing edge (1585723949 -> 1575915045): alt=17.95, rst=33.01
Processing edge (1585723949 -> 6095268157): alt=16.51, rst=32.87
Processing edge (5395115543 -> 1563086907): alt=17.97, rst=inf
Processing edge (5395115543 -> 6083147925): alt=15.75, rst=inf
Processing edge (7710093022 -> 5395115535): alt=15.99, rst=35.98
Processing edge (7710093022 -> 12241647419): alt=15.96, rst=36.02
Processing edge (1641542616 -> 1641557891): alt=17.22, rst=inf
Processing edge (1641542616 -> 1641542690): alt=16.97, rst=inf
Processing edge (6080311667 -> 1585723642): alt=15.79, rst=33.96
Processing edge (6080311667 -> 6080311666): alt=16.83, rst=35.52
Processing edge (1618106509 -> 1437944762): alt=19.77, rst=inf
Processing edge (1618106509 -> 1618106506): alt=16.43, rst=inf
Processing edge (1438857919 -> 1438856611): alt=17.65, rst=34.71
Processing edge (1438857919 -> 1449601754): alt=15.71, rst=34.18
Processing edge (5395115539 -> 1613428893): alt=17.47, rst=inf
Processing edge (5395115539 -> 6092949990): alt=15.83, rst=inf
Processing edge (1585723644 -> 1585723642): alt=16.14, rst=33.96
Processing edge (1585723644 -> 1585723683): alt=16.98, rst=34.22
Processing edge (1438785996 -> 1638202988): alt=16.22, rst=32.26
Processing edge (1449601754 -> 1438857915): alt=16.47, rst=34.47
Processing edge (6083147925 -> 7722889576): alt=16.74, rst=33.47
Processing edge (6083147925 -> 7205427403): alt=16.12, rst=inf
Processing edge (1585723642 -> 1586187365): alt=16.00, rst=34.01
Processing edge (6092949990 -> 6092948019): alt=16.62, rst=inf
Processing edge (6092949990 -> 6092949624): alt=16.67, rst=inf
Processing edge (1605653990 -> 1605653988): alt=16.79, rst=inf
